turbostat version 18.07.27 - Len Brown <lenb@kernel.org>
CPUID(0): GenuineIntel 0xd CPUID levels; 0x80000008 xlevels; family:model:stepping 0x6:3a:9 (6:58:9)
CPUID(1): SSE3 MONITOR SMX EIST TM2 TSC MSR ACPI-TM HT TM
CPUID(6): APERF, TURBO, DTS, PTM, No-HWP, No-HWPnotify, No-HWPwindow, No-HWPepp, No-HWPpkg, EPB
cpu7: MSR_IA32_MISC_ENABLE: 0x00850089 (TCC EIST MWAIT PREFETCH TURBO)
CPUID(7): No-SGX
cpu7: MSR_MISC_PWR_MGMT: 0x00400000 (ENable-EIST_Coordination DISable-EPB DISable-OOB)
RAPL: 1456 sec. Joule Counter Range, at 45 Watts
cpu7: MSR_PLATFORM_INFO: 0x80c10f0011b00
12 * 100.0 = 1200.0 MHz max efficiency frequency
27 * 100.0 = 2700.0 MHz base frequency
cpu7: MSR_IA32_POWER_CTL: 0x0014005d (C1E auto-promotion: DISabled)
cpu7: MSR_TURBO_RATIO_LIMIT: 0x23232425
35 * 100.0 = 3500.0 MHz max turbo 4 active cores
35 * 100.0 = 3500.0 MHz max turbo 3 active cores
36 * 100.0 = 3600.0 MHz max turbo 2 active cores
37 * 100.0 = 3700.0 MHz max turbo 1 active cores
cpu7: MSR_CONFIG_TDP_NOMINAL: 0x0000001b (base_ratio=27)
cpu7: MSR_CONFIG_TDP_LEVEL_1: 0x120000000000000 (PKG_MIN_PWR_LVL1=288 PKG_MAX_PWR_LVL1=0 LVL1_RATIO=0 PKG_TDP_LVL1=0)
cpu7: MSR_CONFIG_TDP_LEVEL_2: 0x120000000000000 (PKG_MIN_PWR_LVL2=288 PKG_MAX_PWR_LVL2=0 LVL2_RATIO=0 PKG_TDP_LVL2=0)
cpu7: MSR_CONFIG_TDP_CONTROL: 0x80000000 ( lock=1)
cpu7: MSR_TURBO_ACTIVATION_RATIO: 0x00000000 (MAX_NON_TURBO_RATIO=0 lock=0)
cpu7: MSR_PKG_CST_CONFIG_CONTROL: 0x1e008404 (UNdemote-C3, UNdemote-C1, demote-C3, demote-C1, locked, pkg-cstate-limit=4 (pc7))
cpu7: POLL: CPUIDLE CORE POLL IDLE
cpu7: C1: MWAIT 0x00
cpu7: C1E: MWAIT 0x01
cpu7: C3: MWAIT 0x10
cpu7: C6: MWAIT 0x20
cpu7: C7: MWAIT 0x30
cpu7: cpufreq driver: intel_pstate
cpu7: cpufreq governor: performance
cpufreq intel_pstate no_turbo: 0
cpu7: MSR_MISC_FEATURE_CONTROL: 0x00000000 (L2-Prefetch L2-Prefetch-pair L1-Prefetch L1-IP-Prefetch)
cpu0: MSR_IA32_ENERGY_PERF_BIAS: 0x00000006 (balanced)
cpu0: MSR_RAPL_POWER_UNIT: 0x000a1003 (0.125000 Watts, 0.000015 Joules, 0.000977 sec.)
cpu0: MSR_PKG_POWER_INFO: 0x01200168 (45 W TDP, RAPL 36 - 0 W, 0.000000 sec.)
cpu0: MSR_PKG_POWER_LIMIT: 0x800081c200dc8168 (locked)
cpu0: PKG Limit #1: ENabled (45.000000 Watts, 28.000000 sec, clamp DISabled)
cpu0: PKG Limit #2: ENabled (56.250000 Watts, 0.000977* sec, clamp DISabled)
cpu0: MSR_PP0_POLICY: 0
cpu0: MSR_PP0_POWER_LIMIT: 0x00000000 (UNlocked)
cpu0: Cores Limit: DISabled (0.000000 Watts, 0.000977 sec, clamp DISabled)
cpu0: MSR_PP1_POLICY: 0
cpu0: MSR_PP1_POWER_LIMIT: 0x00000000 (UNlocked)
cpu0: GFX Limit: DISabled (0.000000 Watts, 0.000977 sec, clamp DISabled)
cpu0: MSR_IA32_TEMPERATURE_TARGET: 0x00691200 (105 C)
cpu0: MSR_IA32_PACKAGE_THERM_STATUS: 0x88320108 (55 C)
cpu0: MSR_IA32_PACKAGE_THERM_INTERRUPT: 0x00c1ad00 (40 C, 60 C)
cpu7: MSR_PKGC3_IRTL: 0x0000883b (valid, 60416 ns)
cpu7: MSR_PKGC6_IRTL: 0x00008850 (valid, 81920 ns)
cpu7: MSR_PKGC7_IRTL: 0x00008857 (valid, 89088 ns)
Avg_MHz	Busy%	Bzy_MHz	TSC_MHz	IRQ	SMI	POLL	C1	C1E	C3	C6	C7	POLL%	C1%	C1E%	C3%	C6%	C7%	CPU%c1	CPU%c3	CPU%c6	CPU%c7	CoreTmp	PkgTmp	GFX%rc6	GFXMHz	Pkg%pc2	Pkg%pc3	Pkg%pc6	Pkg%pc7	PkgWatt	CorWatt	GFXWatt
462	12.53	3697	2691	383	0	0	0	0	2	0	161	0.00	0.00	0.00	0.00	0.00	87.44	12.67	0.01	0.00	74.79	73	73	0.00	350	0.00	0.00	0.00	0.00	18.30	14.45	0.00
463	12.58	3695	2691	432	8	0	3	21	9	0	238	0.00	0.01	0.09	0.05	0.00	87.25	12.96	0.31	0.00	74.16	73	74	0.00	350	0.00	0.00	0.00	0.00	18.34	14.49	0.00
462	12.54	3696	2691	373	0	0	0	0	1	0	159	0.00	0.00	0.00	0.00	0.00	87.43	12.67	0.01	0.00	74.78	74	73	0.00	350	0.00	0.00	0.00	0.00	18.31	14.46	0.00
463	12.58	3695	2691	436	8	0	2	22	11	0	234	0.00	0.00	0.07	0.05	0.00	87.27	12.91	0.30	0.00	74.21	73	72	0.00	350	0.00	0.00	0.00	0.00	18.38	14.52	0.00
462	12.53	3697	2691	396	0	0	1	0	0	0	174	0.00	0.00	0.00	0.00	0.00	87.44	12.68	0.00	0.00	74.79	72	72	0.00	350	0.00	0.00	0.00	0.00	18.30	14.45	0.00
463	12.58	3694	2691	466	8	0	3	23	7	0	267	0.00	0.01	0.07	0.06	0.00	87.26	12.93	0.33	0.00	74.15	72	72	0.00	350	0.00	0.00	0.00	0.00	18.35	14.50	0.00
463	12.56	3696	2691	370	8	0	1	3	2	0	149	0.00	0.00	0.00	0.00	0.00	87.44	12.66	0.01	0.00	74.78	73	73	0.00	350	0.00	0.00	0.00	0.00	18.33	14.47	0.00
463	12.58	3694	2691	445	8	0	3	24	7	0	249	0.00	0.01	0.07	0.05	0.00	87.27	12.93	0.30	0.00	74.19	73	73	0.00	350	0.00	0.00	0.00	0.00	18.33	14.48	0.00
462	12.53	3698	2691	383	0	0	0	0	0	0	162	0.00	0.00	0.00	0.00	0.00	87.44	12.66	0.00	0.00	74.81	73	73	0.00	350	0.00	0.00	0.00	0.00	18.34	14.49	0.00
463	12.58	3695	2691	441	8	0	0	19	8	0	252	0.00	0.00	0.03	0.04	0.00	87.31	12.92	0.31	0.00	74.18	73	72	0.00	350	0.00	0.00	0.00	0.00	18.38	14.52	0.00
462	12.53	3697	2691	392	0	0	0	0	1	0	174	0.00	0.00	0.00	0.00	0.00	87.44	12.68	0.01	0.00	74.79	73	73	0.00	350	0.00	0.00	0.00	0.00	18.33	14.47	0.00
463	12.58	3695	2691	433	8	0	3	18	9	0	233	0.00	0.01	0.04	0.06	0.00	87.30	12.93	0.31	0.00	74.19	73	73	0.00	350	0.00	0.00	0.00	0.00	18.35	14.50	0.00
462	12.53	3698	2691	383	0	0	0	0	2	0	160	0.00	0.00	0.00	0.00	0.00	87.44	12.66	0.01	0.00	74.80	72	72	0.00	350	0.00	0.00	0.00	0.00	18.34	14.48	0.00
463	12.58	3695	2691	443	8	0	1	24	9	0	248	0.00	0.00	0.03	0.05	0.00	87.32	12.82	0.58	0.00	74.02	72	72	0.00	350	0.00	0.00	0.00	0.00	18.35	14.49	0.00
462	12.55	3697	2691	378	0	0	0	0	0	0	170	0.00	0.00	0.00	0.00	0.00	87.43	12.67	0.00	0.00	74.78	73	73	0.00	350	0.00	0.00	0.00	0.00	18.32	14.46	0.00
463	12.58	3696	2691	456	8	0	1	19	8	0	254	0.00	0.00	0.03	0.05	0.00	87.32	12.91	0.31	0.00	74.20	73	73	0.00	350	0.00	0.00	0.00	0.00	18.35	14.49	0.00
462	12.53	3698	2691	391	0	0	0	1	0	0	168	0.00	0.00	0.00	0.00	0.00	87.44	12.67	0.00	0.00	74.80	73	72	0.00	350	0.00	0.00	0.00	0.00	18.32	14.47	0.00
464	12.62	3693	2691	430	8	0	2	28	10	0	233	0.00	0.00	0.04	0.07	0.00	87.25	12.97	0.33	0.00	74.09	73	72	0.00	350	0.00	0.00	0.00	0.00	18.38	14.52	0.00
462	12.54	3698	2691	380	0	0	0	1	0	0	161	0.00	0.00	0.00	0.00	0.00	87.44	12.67	0.00	0.00	74.79	73	73	0.00	350	0.00	0.00	0.00	0.00	18.32	14.46	0.00
464	12.59	3694	2691	461	8	0	2	20	10	0	265	0.00	0.01	0.03	0.05	0.00	87.29	12.96	0.31	0.00	74.14	73	73	0.00	350	0.00	0.00	0.00	0.00	18.34	14.49	0.00
462	12.54	3697	2691	384	0	0	0	0	0	0	166	0.00	0.00	0.00	0.00	0.00	87.43	12.67	0.00	0.00	74.79	72	72	0.00	350	0.00	0.00	0.00	0.00	18.33	14.47	0.00
464	12.61	3695	2691	450	16	0	0	24	9	0	254	0.00	0.00	0.06	0.07	0.00	87.26	12.87	0.52	0.00	74.00	73	73	0.00	350	0.00	0.00	0.00	0.00	18.37	14.51	0.00
462	12.53	3698	2691	376	0	0	0	1	1	0	155	0.00	0.00	0.00	0.01	0.00	87.44	12.66	0.01	0.00	74.80	74	74	0.00	350	0.00	0.00	0.00	0.00	18.33	14.47	0.00
463	12.58	3695	2691	437	8	0	4	22	6	0	246	0.00	0.01	0.08	0.05	0.00	87.26	12.92	0.31	0.00	74.19	73	73	0.00	350	0.00	0.00	0.00	0.00	18.36	14.51	0.00
462	12.53	3698	2691	385	0	0	0	0	1	0	163	0.00	0.00	0.00	0.00	0.00	87.44	12.66	0.01	0.00	74.80	72	73	0.00	350	0.00	0.00	0.00	0.00	18.33	14.47	0.00
463	12.58	3696	2691	447	8	0	0	21	7	0	252	0.00	0.00	0.07	0.04	0.00	87.28	12.93	0.31	0.00	74.19	72	73	0.00	350	0.00	0.00	0.00	0.00	18.35	14.49	0.00
462	12.53	3697	2691	369	0	0	0	0	0	0	149	0.00	0.00	0.00	0.00	0.00	87.44	12.66	0.00	0.00	74.81	72	73	0.00	350	0.00	0.00	0.00	0.00	18.28	14.44	0.00
463	12.58	3695	2691	422	8	0	1	19	10	0	226	0.00	0.00	0.03	0.05	0.00	87.32	12.90	0.31	0.00	74.21	73	73	0.00	350	0.00	0.00	0.00	0.00	18.35	14.50	0.00
462	12.53	3697	2691	427	0	0	0	4	1	0	194	0.00	0.00	0.00	0.00	0.00	87.43	12.69	0.00	0.00	74.77	73	73	0.00	350	0.00	0.00	0.00	0.00	18.32	14.47	0.00
464	12.60	3694	2691	459	8	0	1	24	11	0	269	0.00	0.00	0.07	0.12	0.00	87.19	12.94	0.43	0.00	74.03	73	73	0.00	350	0.00	0.00	0.00	0.00	18.36	14.50	0.00
462	12.53	3697	2691	382	0	0	0	0	1	0	154	0.00	0.00	0.00	0.00	0.00	87.44	12.66	0.01	0.00	74.80	72	72	0.00	350	0.00	0.00	0.00	0.00	18.30	14.45	0.00
464	12.58	3696	2691	445	8	0	2	18	7	0	253	0.00	0.00	0.06	0.04	0.00	87.29	12.91	0.32	0.00	74.19	73	73	0.00	350	0.00	0.00	0.00	0.00	18.34	14.49	0.00
462	12.54	3698	2691	412	0	0	0	2	0	0	187	0.00	0.00	0.01	0.00	0.00	87.43	12.69	0.00	0.00	74.77	73	73	0.00	350	0.00	0.00	0.00	0.00	18.32	14.47	0.00
463	12.58	3696	2691	422	8	0	2	18	10	0	229	0.00	0.00	0.07	0.03	0.00	87.29	12.98	0.33	0.00	74.12	73	72	0.00	350	0.00	0.00	0.00	0.00	18.37	14.51	0.00
462	12.53	3698	2691	379	0	0	0	1	0	0	158	0.00	0.00	0.00	0.00	0.00	87.44	12.66	0.00	0.00	74.81	73	73	0.00	350	0.00	0.00	0.00	0.00	18.31	14.46	0.00
463	12.58	3692	2691	450	8	0	2	24	9	0	244	0.00	0.00	0.08	0.06	0.00	87.24	12.96	0.29	0.00	74.18	73	73	0.00	350	0.00	0.00	0.00	0.00	18.35	14.49	0.00
463	12.56	3697	2691	380	8	0	0	1	0	0	165	0.00	0.00	0.00	0.00	0.00	87.44	12.66	0.00	0.00	74.78	72	72	0.00	350	0.00	0.00	0.00	0.00	18.32	14.47	0.00
463	12.63	3695	2679	427	8	0	1	30	8	0	227	0.00	0.00	0.17	0.04	0.00	86.75	13.01	0.26	0.00	74.10	72	72	0.00	350	0.00	0.00	0.00	0.00	18.16	14.35	0.00
462	12.49	3698	2703	416	0	0	0	0	1	0	185	0.00	0.00	0.00	0.00	0.00	87.87	12.77	0.00	0.00	74.74	73	73	0.00	350	0.00	0.00	0.00	0.00	18.52	14.63	0.00
464	12.59	3696	2691	435	8	0	2	27	6	0	232	0.00	0.00	0.07	0.04	0.00	87.28	12.91	0.22	0.00	74.29	73	73	0.00	350	0.00	0.00	0.00	0.00	18.38	14.53	0.00
462	12.53	3698	2691	393	0	0	0	0	1	0	171	0.00	0.00	0.00	0.00	0.00	87.44	12.67	0.01	0.00	74.80	73	73	0.00	350	0.00	0.00	0.00	0.00	18.33	14.48	0.00
474	12.89	3690	2691	440	8	0	4	23	8	0	240	0.00	0.01	0.07	0.05	0.00	86.97	13.07	0.30	0.00	73.74	72	72	0.00	350	0.00	0.00	0.00	0.00	18.49	14.63	0.00
462	12.53	3698	2691	376	0	0	0	0	2	0	151	0.00	0.00	0.00	0.01	0.00	87.44	12.65	0.02	0.00	74.80	73	73	0.00	350	0.00	0.00	0.00	0.00	18.33	14.47	0.00
464	12.59	3696	2691	453	8	0	2	37	5	0	234	0.00	0.00	0.05	0.01	0.00	87.32	12.87	0.30	0.00	74.25	73	73	0.00	350	0.00	0.00	0.00	0.00	18.34	14.48	0.00
462	12.55	3697	2691	386	0	0	0	0	0	0	170	0.00	0.00	0.00	0.00	0.00	87.43	12.68	0.00	0.00	74.77	74	73	0.00	350	0.00	0.00	0.00	0.00	18.31	14.45	0.00
463	12.58	3695	2691	425	8	0	3	20	4	0	234	0.00	0.00	0.06	0.04	0.00	87.29	12.91	0.27	0.00	74.23	74	74	0.00	350	0.00	0.00	0.00	0.00	18.35	14.49	0.00
462	12.53	3698	2691	381	0	0	0	1	0	0	158	0.00	0.00	0.00	0.00	0.00	87.44	12.66	0.00	0.00	74.81	73	74	0.00	350	0.00	0.00	0.00	0.00	18.28	14.42	0.00
463	12.58	3696	2691	429	8	0	0	27	7	0	228	0.00	0.00	0.08	0.06	0.00	87.26	12.90	0.33	0.00	74.19	73	73	0.00	350	0.00	0.00	0.00	0.00	18.36	14.50	0.00
462	12.53	3699	2691	384	0	0	0	1	0	0	160	0.00	0.00	0.00	0.00	0.00	87.44	12.66	0.00	0.00	74.81	74	73	0.00	350	0.00	0.00	0.00	0.00	18.34	14.48	0.00
463	12.58	3695	2691	437	8	0	0	27	5	0	240	0.00	0.00	0.08	0.05	0.00	87.26	12.92	0.29	0.00	74.21	73	73	0.00	350	0.00	0.00	0.00	0.00	18.37	14.52	0.00
462	12.54	3697	2691	378	0	0	1	2	0	0	156	0.00	0.00	0.00	0.00	0.00	87.44	12.66	0.00	0.00	74.80	73	73	0.00	350	0.00	0.00	0.00	0.00	18.29	14.44	0.00
465	12.63	3694	2691	467	16	0	0	24	8	0	274	0.00	0.00	0.03	0.04	0.00	87.30	12.91	0.50	0.00	73.95	72	72	0.00	600	0.00	0.00	0.00	0.00	18.36	14.50	0.00
462	12.53	3699	2691	388	0	0	0	0	0	0	167	0.00	0.00	0.00	0.00	0.00	87.44	12.66	0.00	0.00	74.80	72	73	0.00	350	0.00	0.00	0.00	0.00	18.33	14.47	0.00
464	12.59	3694	2691	465	8	1	3	26	7	0	259	0.00	0.03	0.07	0.02	0.00	87.25	13.01	0.36	0.00	74.03	72	73	15.94	350	0.00	0.00	0.00	0.00	18.51	14.49	0.16
466	12.66	3695	2691	438	0	0	1	3	0	0	213	0.00	0.00	0.00	0.00	0.00	87.31	12.83	0.00	0.00	74.51	72	73	0.00	350	0.00	0.00	0.00	0.00	18.39	14.53	0.00
464	12.59	3695	2691	437	8	0	2	26	7	0	240	0.00	0.01	0.04	0.04	0.00	87.31	12.84	0.57	0.00	74.00	73	73	0.00	350	0.00	0.00	0.00	0.00	18.37	14.51	0.00
462	12.53	3699	2691	381	0	0	0	0	1	0	158	0.00	0.00	0.00	0.00	0.00	87.44	12.66	0.01	0.00	74.80	73	73	0.00	350	0.00	0.00	0.00	0.00	18.33	14.47	0.00
463	12.58	3695	2691	421	8	0	4	23	7	0	221	0.00	0.00	0.07	0.05	0.00	87.27	12.91	0.30	0.00	74.22	72	72	0.00	350	0.00	0.00	0.00	0.00	18.35	14.49	0.00
462	12.53	3698	2691	387	0	0	0	1	1	0	165	0.00	0.00	0.00	0.00	0.00	87.44	12.67	0.01	0.00	74.79	73	72	0.00	350	0.00	0.00	0.00	0.00	18.28	14.42	0.00
464	12.59	3696	2690	441	8	0	1	18	9	0	250	0.00	0.00	0.02	0.07	0.00	87.26	12.92	0.32	0.00	74.17	72	72	0.00	350	0.00	0.00	0.00	0.00	18.29	14.44	0.00
462	12.53	3698	2692	393	0	0	0	0	0	0	171	0.00	0.00	0.00	0.00	0.00	87.48	12.66	0.00	0.00	74.81	72	72	0.00	350	0.00	0.00	0.00	0.00	18.32	14.46	0.00
463	12.58	3694	2691	429	8	0	1	22	8	0	234	0.00	0.00	0.03	0.05	0.00	87.31	12.92	0.36	0.00	74.14	73	73	0.00	350	0.00	0.00	0.00	0.00	18.34	14.48	0.00
462	12.53	3696	2691	375	0	0	0	0	0	0	151	0.00	0.00	0.00	0.00	0.00	87.44	12.66	0.00	0.00	74.81	73	73	0.00	350	0.00	0.00	0.00	0.00	18.29	14.44	0.00
463	12.58	3694	2691	427	8	0	1	29	8	0	228	0.00	0.00	0.04	0.05	0.00	87.31	12.84	0.56	0.00	74.03	72	72	0.00	350	0.00	0.00	0.00	0.00	18.34	14.48	0.00
462	12.53	3698	2691	403	0	0	0	0	3	0	173	0.00	0.00	0.00	0.02	0.00	87.42	12.67	0.04	0.00	74.76	72	73	0.00	350	0.00	0.00	0.00	0.00	18.33	14.47	0.00
464	12.61	3696	2691	422	16	0	3	26	5	0	231	0.00	0.00	0.08	0.04	0.00	87.27	12.90	0.31	0.00	74.18	72	72	0.00	350	0.00	0.00	0.00	0.00	18.36	14.51	0.00
462	12.53	3698	2691	366	0	0	0	0	0	0	143	0.00	0.00	0.00	0.00	0.00	87.45	12.64	0.00	0.00	74.83	72	73	0.00	350	0.00	0.00	0.00	0.00	18.32	14.46	0.00
463	12.58	3696	2691	436	8	0	4	21	8	0	241	0.00	0.01	0.03	0.05	0.00	87.31	12.92	0.30	0.00	74.20	73	74	0.00	350	0.00	0.00	0.00	0.00	18.38	14.52	0.00
462	12.54	3696	2691	456	0	0	0	1	0	0	237	0.00	0.00	0.00	0.00	0.00	87.42	12.71	0.00	0.00	74.75	73	73	0.00	350	0.00	0.00	0.00	0.00	18.35	14.50	0.00
464	12.59	3696	2691	425	8	0	3	23	10	0	226	0.00	0.01	0.12	0.05	0.00	87.22	12.96	0.42	0.00	74.03	72	72	0.00	350	0.00	0.00	0.00	0.00	18.38	14.53	0.00
462	12.53	3697	2691	409	0	0	0	1	1	0	183	0.00	0.00	0.00	0.00	0.00	87.44	12.69	0.01	0.00	74.77	73	73	0.00	350	0.00	0.00	0.00	0.00	18.32	14.47	0.00
463	12.58	3695	2691	419	8	0	1	19	10	0	227	0.00	0.00	0.03	0.06	0.00	87.31	12.89	0.33	0.00	74.20	72	73	0.00	350	0.00	0.00	0.00	0.00	18.37	14.52	0.00
462	12.53	3698	2691	384	0	0	0	1	0	0	163	0.00	0.00	0.00	0.00	0.00	87.44	12.66	0.00	0.00	74.81	73	72	0.00	350	0.00	0.00	0.00	0.00	18.32	14.47	0.00
463	12.58	3695	2691	447	8	0	1	25	9	0	256	0.00	0.00	0.03	0.05	0.00	87.30	12.95	0.32	0.00	74.16	73	73	0.00	350	0.00	0.00	0.00	0.00	18.34	14.49	0.00
462	12.54	3697	2691	391	0	0	0	0	0	0	176	0.00	0.00	0.00	0.00	0.00	87.44	12.68	0.00	0.00	74.78	73	73	0.00	350	0.00	0.00	0.00	0.00	18.32	14.46	0.00
463	12.59	3695	2691	467	8	0	2	25	10	0	256	0.00	0.00	0.09	0.01	0.00	87.28	12.95	0.53	0.00	73.94	73	73	0.00	350	0.00	0.00	0.00	0.00	18.38	14.53	0.00
462	12.53	3698	2691	423	0	0	1	0	1	0	200	0.00	0.00	0.00	0.01	0.00	87.42	12.69	0.03	0.00	74.75	73	73	0.00	350	0.00	0.00	0.00	0.00	18.32	14.47	0.00
463	12.58	3695	2691	454	8	0	3	21	7	0	262	0.00	0.00	0.03	0.04	0.00	87.32	12.90	0.30	0.00	74.21	73	73	0.00	350	0.00	0.00	0.00	0.00	18.36	14.51	0.00
462	12.54	3699	2691	417	0	0	0	0	0	0	198	0.00	0.00	0.00	0.00	0.00	87.44	12.67	0.00	0.00	74.80	73	73	0.00	350	0.00	0.00	0.00	0.00	18.36	14.50	0.00
463	12.58	3695	2691	476	8	0	0	20	10	0	278	0.00	0.00	0.14	0.02	0.00	87.23	13.08	0.31	0.00	74.03	73	73	0.00	350	0.00	0.00	0.00	0.00	18.36	14.51	0.00
463	12.56	3697	2691	509	8	0	0	2	3	0	289	0.00	0.00	0.00	0.01	0.00	87.41	12.78	0.02	0.00	74.64	72	73	0.00	350	0.00	0.00	0.00	0.00	18.35	14.50	0.00
463	12.58	3695	2691	451	8	0	1	23	6	0	266	0.00	0.00	0.07	0.04	0.00	87.27	12.93	0.30	0.00	74.18	73	74	0.00	350	0.00	0.00	0.00	0.00	18.34	14.50	0.00
462	12.53	3698	2691	433	0	0	1	0	0	0	207	0.00	0.00	0.00	0.00	0.00	87.43	12.70	0.00	0.00	74.77	73	74	0.00	350	0.00	0.00	0.00	0.00	18.36	14.50	0.00
463	12.58	3695	2691	433	8	0	0	23	14	0	226	0.00	0.00	0.06	0.06	0.00	87.28	12.87	0.32	0.00	74.23	73	73	0.00	350	0.00	0.00	0.00	0.00	18.38	14.52	0.00
462	12.53	3697	2691	399	0	0	0	3	0	0	173	0.00	0.00	0.00	0.00	0.00	87.44	12.67	0.00	0.00	74.80	73	74	0.00	350	0.00	0.00	0.00	0.00	18.35	14.49	0.00
463	12.58	3696	2691	440	8	0	1	31	7	0	240	0.00	0.00	0.08	0.05	0.00	87.26	12.91	0.51	0.00	74.01	72	73	0.00	350	0.00	0.00	0.00	0.00	18.38	14.53	0.00
462	12.54	3698	2691	444	0	0	0	0	8	0	208	0.00	0.00	0.00	0.39	0.00	87.03	12.70	0.78	0.00	73.98	74	73	0.00	350	0.00	0.00	0.00	0.00	18.37	14.51	0.00
463	12.58	3695	2691	448	8	0	3	20	13	0	240	0.00	0.01	0.07	0.05	0.00	87.27	12.92	0.21	0.00	74.29	73	73	0.00	350	0.00	0.00	0.00	0.00	18.36	14.50	0.00
462	12.53	3698	2691	412	0	0	0	1	5	1	181	0.00	0.00	0.00	0.05	0.02	87.36	12.68	0.10	0.04	74.64	73	73	0.00	350	0.00	0.00	0.00	0.00	18.31	14.47	0.00
464	12.60	3695	2691	455	8	0	1	29	22	0	248	0.00	0.00	0.10	0.04	0.00	87.24	12.97	0.38	0.00	74.06	73	73	0.00	350	0.00	0.00	0.00	0.00	18.38	14.53	0.00
463	12.57	3696	2691	396	0	0	0	11	5	0	189	0.00	0.00	0.01	0.02	0.00	87.37	12.75	0.04	0.00	74.64	72	72	0.00	350	0.00	0.00	0.00	0.00	18.33	14.47	0.00
462	12.55	3694	2691	495	8	0	8	16	5	0	246	0.00	0.36	0.02	0.08	0.00	86.97	13.46	0.37	0.00	73.61	73	74	0.00	350	0.00	0.00	0.00	0.00	18.40	14.54	0.00
464	12.59	3694	2691	415	8	0	6	21	7	0	218	0.00	0.01	0.08	0.04	0.00	87.25	12.95	0.21	0.00	74.25	73	72	0.00	350	0.00	0.00	0.00	0.00	18.38	14.52	0.00
462	12.55	3697	2691	403	0	0	0	1	1	0	181	0.00	0.00	0.00	0.01	0.00	87.41	12.69	0.01	0.00	74.75	74	74	0.00	350	0.00	0.00	0.00	0.00	18.38	14.52	0.00
464	12.59	3695	2691	433	8	0	0	19	8	0	240	0.00	0.00	0.10	0.01	0.00	87.28	13.01	0.29	0.00	74.11	74	73	0.00	350	0.00	0.00	0.00	0.00	18.42	14.56	0.00
463	12.56	3698	2691	429	8	0	0	2	2	0	210	0.00	0.00	0.00	0.05	0.00	87.39	12.67	0.00	0.00	74.77	72	73	0.00	350	0.00	0.00	0.00	0.00	18.37	14.51	0.00
463	12.58	3695	2691	429	8	0	2	19	5	0	229	0.00	0.00	0.08	0.00	0.00	87.32	12.90	0.47	0.00	74.04	73	73	0.00	350	0.00	0.00	0.00	0.00	18.38	14.53	0.00
462	12.53	3697	2691	431	0	0	0	1	3	0	205	0.00	0.00	0.00	0.01	0.00	87.42	12.69	0.02	0.00	74.76	74	74	0.00	350	0.00	0.00	0.00	0.00	18.36	14.50	0.00
465	12.63	3692	2691	434	8	0	1	17	11	0	268	0.00	0.00	0.04	0.02	0.00	87.28	12.98	0.33	0.00	74.06	74	73	0.00	350	0.00	0.00	0.00	0.00	18.39	14.53	0.00
462	12.54	3697	2691	391	0	0	1	0	3	0	172	0.00	0.00	0.00	0.04	0.00	87.40	12.67	0.07	0.00	74.73	72	74	0.00	350	0.00	0.00	0.00	0.00	18.35	14.49	0.00
463	12.58	3695	2691	455	8	0	2	21	7	0	252	0.00	0.00	0.07	0.06	0.00	87.26	12.93	0.33	0.00	74.16	73	73	0.00	350	0.00	0.00	0.00	0.00	18.36	14.50	0.00
462	12.53	3697	2691	374	0	0	0	1	1	0	152	0.00	0.00	0.00	0.00	0.00	87.44	12.65	0.01	0.00	74.81	73	73	0.00	350	0.00	0.00	0.00	0.00	18.33	14.47	0.00
463	12.58	3695	2691	417	8	0	2	17	9	0	224	0.00	0.00	0.10	0.02	0.00	87.28	12.96	0.31	0.00	74.15	74	74	0.00	350	0.00	0.00	0.00	0.00	18.38	14.53	0.00
462	12.53	3699	2691	377	0	0	0	0	2	0	157	0.00	0.00	0.00	0.01	0.00	87.44	12.64	0.01	0.00	74.82	73	73	0.00	350	0.00	0.00	0.00	0.00	18.34	14.49	0.00
464	12.59	3694	2691	421	8	0	1	18	6	0	231	0.00	0.00	0.02	0.04	0.00	87.32	12.90	0.31	0.00	74.20	72	72	0.00	350	0.00	0.00	0.00	0.00	18.36	14.51	0.00
462	12.53	3698	2691	420	0	0	0	2	0	0	201	0.00	0.00	0.00	0.00	0.00	87.44	12.68	0.00	0.00	74.79	73	73	0.00	350	0.00	0.00	0.00	0.00	18.36	14.51	0.00
463	12.58	3695	2691	437	8	0	1	25	6	1	241	0.00	0.00	0.07	0.04	0.02	87.26	12.94	0.28	0.03	74.17	73	73	0.00	350	0.00	0.00	0.00	0.00	18.39	14.53	0.00
462	12.53	3696	2691	385	0	0	0	2	1	0	164	0.00	0.00	0.00	0.00	0.00	87.44	12.66	0.00	0.00	74.81	73	72	0.00	350	0.00	0.00	0.00	0.00	18.32	14.46	0.00
463	12.58	3694	2691	421	8	0	1	22	13	0	213	0.00	0.00	0.07	0.08	0.00	87.25	12.90	0.40	0.00	74.11	73	73	0.00	350	0.00	0.00	0.00	0.00	18.35	14.49	0.00
462	12.53	3698	2691	400	0	0	0	0	1	0	180	0.00	0.00	0.00	0.00	0.00	87.44	12.67	0.01	0.00	74.79	74	73	0.00	350	0.00	0.00	0.00	0.00	18.37	14.51	0.00
