turbostat version 18.07.27 - Len Brown <lenb@kernel.org>
CPUID(0): GenuineIntel 0xd CPUID levels; 0x80000008 xlevels; family:model:stepping 0x6:3a:9 (6:58:9)
CPUID(1): SSE3 MONITOR SMX EIST TM2 TSC MSR ACPI-TM HT TM
CPUID(6): APERF, TURBO, DTS, PTM, No-HWP, No-HWPnotify, No-HWPwindow, No-HWPepp, No-HWPpkg, EPB
cpu1: MSR_IA32_MISC_ENABLE: 0x00850089 (TCC EIST MWAIT PREFETCH TURBO)
CPUID(7): No-SGX
cpu1: MSR_MISC_PWR_MGMT: 0x00400000 (ENable-EIST_Coordination DISable-EPB DISable-OOB)
RAPL: 1456 sec. Joule Counter Range, at 45 Watts
cpu1: MSR_PLATFORM_INFO: 0x80c10f0011b00
12 * 100.0 = 1200.0 MHz max efficiency frequency
27 * 100.0 = 2700.0 MHz base frequency
cpu1: MSR_IA32_POWER_CTL: 0x0014005d (C1E auto-promotion: DISabled)
cpu1: MSR_TURBO_RATIO_LIMIT: 0x23232425
35 * 100.0 = 3500.0 MHz max turbo 4 active cores
35 * 100.0 = 3500.0 MHz max turbo 3 active cores
36 * 100.0 = 3600.0 MHz max turbo 2 active cores
37 * 100.0 = 3700.0 MHz max turbo 1 active cores
cpu1: MSR_CONFIG_TDP_NOMINAL: 0x0000001b (base_ratio=27)
cpu1: MSR_CONFIG_TDP_LEVEL_1: 0x120000000000000 (PKG_MIN_PWR_LVL1=288 PKG_MAX_PWR_LVL1=0 LVL1_RATIO=0 PKG_TDP_LVL1=0)
cpu1: MSR_CONFIG_TDP_LEVEL_2: 0x120000000000000 (PKG_MIN_PWR_LVL2=288 PKG_MAX_PWR_LVL2=0 LVL2_RATIO=0 PKG_TDP_LVL2=0)
cpu1: MSR_CONFIG_TDP_CONTROL: 0x80000000 ( lock=1)
cpu1: MSR_TURBO_ACTIVATION_RATIO: 0x00000000 (MAX_NON_TURBO_RATIO=0 lock=0)
cpu1: MSR_PKG_CST_CONFIG_CONTROL: 0x1e008404 (UNdemote-C3, UNdemote-C1, demote-C3, demote-C1, locked, pkg-cstate-limit=4 (pc7))
cpu1: POLL: CPUIDLE CORE POLL IDLE
cpu1: C1: MWAIT 0x00
cpu1: C1E: MWAIT 0x01
cpu1: C3: MWAIT 0x10
cpu1: C6: MWAIT 0x20
cpu1: C7: MWAIT 0x30
cpu1: cpufreq driver: intel_pstate
cpu1: cpufreq governor: performance
cpufreq intel_pstate no_turbo: 0
cpu1: MSR_MISC_FEATURE_CONTROL: 0x00000000 (L2-Prefetch L2-Prefetch-pair L1-Prefetch L1-IP-Prefetch)
cpu0: MSR_IA32_ENERGY_PERF_BIAS: 0x00000006 (balanced)
cpu0: MSR_RAPL_POWER_UNIT: 0x000a1003 (0.125000 Watts, 0.000015 Joules, 0.000977 sec.)
cpu0: MSR_PKG_POWER_INFO: 0x01200168 (45 W TDP, RAPL 36 - 0 W, 0.000000 sec.)
cpu0: MSR_PKG_POWER_LIMIT: 0x800081c200dc8168 (locked)
cpu0: PKG Limit #1: ENabled (45.000000 Watts, 28.000000 sec, clamp DISabled)
cpu0: PKG Limit #2: ENabled (56.250000 Watts, 0.000977* sec, clamp DISabled)
cpu0: MSR_PP0_POLICY: 0
cpu0: MSR_PP0_POWER_LIMIT: 0x00000000 (UNlocked)
cpu0: Cores Limit: DISabled (0.000000 Watts, 0.000977 sec, clamp DISabled)
cpu0: MSR_PP1_POLICY: 0
cpu0: MSR_PP1_POWER_LIMIT: 0x00000000 (UNlocked)
cpu0: GFX Limit: DISabled (0.000000 Watts, 0.000977 sec, clamp DISabled)
cpu0: MSR_IA32_TEMPERATURE_TARGET: 0x00691200 (105 C)
cpu0: MSR_IA32_PACKAGE_THERM_STATUS: 0x88310108 (56 C)
cpu0: MSR_IA32_PACKAGE_THERM_INTERRUPT: 0x00c1ad00 (40 C, 60 C)
cpu1: MSR_PKGC3_IRTL: 0x0000883b (valid, 60416 ns)
cpu1: MSR_PKGC6_IRTL: 0x00008850 (valid, 81920 ns)
cpu1: MSR_PKGC7_IRTL: 0x00008857 (valid, 89088 ns)
Avg_MHz	Busy%	Bzy_MHz	TSC_MHz	IRQ	SMI	POLL	C1	C1E	C3	C6	C7	POLL%	C1%	C1E%	C3%	C6%	C7%	CPU%c1	CPU%c3	CPU%c6	CPU%c7	CoreTmp	PkgTmp	GFX%rc6	GFXMHz	Pkg%pc2	Pkg%pc3	Pkg%pc6	Pkg%pc7	PkgWatt	CorWatt	GFXWatt
1449	50.12	2900	2692	1516	8	0	0	3	6	0	406	0.00	0.00	0.00	0.03	0.00	49.88	49.88	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.90	22.00	0.00
1440	50.14	2900	2673	1450	0	0	0	3	1	0	363	0.00	0.00	0.04	0.02	0.00	49.47	49.86	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.78	21.89	0.00
1459	50.00	2900	2717	1542	8	0	2	4	12	0	408	0.00	0.01	0.03	0.02	0.00	50.43	49.62	0.00	0.00	0.38	73	73	0.00	350	0.00	0.00	0.00	0.00	26.12	22.17	0.00
1449	50.25	2900	2685	1414	0	0	0	1	0	0	365	0.00	0.00	0.05	0.00	0.00	49.58	49.75	0.00	0.00	0.00	74	73	0.00	350	0.00	0.00	0.00	0.00	25.82	21.92	0.00
1458	49.95	2900	2717	1593	8	0	2	6	7	0	482	0.00	0.01	0.03	0.01	0.00	50.48	49.37	0.00	0.00	0.68	73	73	0.00	600	0.00	0.00	0.00	0.00	26.20	22.23	0.00
1447	50.05	2900	2691	1357	0	0	0	0	3	0	366	0.00	0.00	0.00	0.01	0.00	49.94	49.95	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.90	21.99	0.00
1449	50.12	2900	2691	1466	8	0	3	10	6	0	387	0.00	0.01	0.04	0.01	0.00	49.83	49.88	0.00	0.00	0.00	74	73	0.00	350	0.00	0.00	0.00	0.00	25.87	21.96	0.00
1453	50.28	2900	2691	1404	0	0	0	3	2	0	416	0.00	0.00	0.02	0.02	0.00	49.68	49.72	0.00	0.00	0.00	74	73	15.96	350	0.00	0.00	0.00	0.00	26.04	21.98	0.15
1449	50.13	2900	2691	1508	8	0	2	5	10	0	435	0.00	0.01	0.02	0.01	0.00	49.84	49.87	0.00	0.00	0.00	74	73	0.00	350	0.00	0.00	0.00	0.00	25.89	21.99	0.00
1447	50.05	2900	2691	1359	0	0	0	2	0	0	355	0.00	0.00	0.00	0.00	0.00	49.95	49.95	0.00	0.00	0.00	73	74	0.00	350	0.00	0.00	0.00	0.00	25.89	21.98	0.00
1449	50.12	2900	2691	1492	8	0	2	3	7	0	388	0.00	0.01	0.03	0.01	0.00	49.84	49.88	0.00	0.00	0.00	74	73	0.00	350	0.00	0.00	0.00	0.00	25.88	21.98	0.00
1447	50.07	2900	2691	1370	8	0	0	0	2	0	337	0.00	0.00	0.00	0.01	0.00	49.94	49.93	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.89	21.98	0.00
1449	50.13	2900	2691	1480	8	0	2	6	6	0	384	0.00	0.01	0.02	0.01	0.00	49.84	49.87	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.87	21.96	0.00
1447	50.06	2900	2691	1382	0	0	2	3	2	1	343	0.00	0.00	0.02	0.01	0.02	49.88	49.94	0.00	0.00	0.00	74	74	0.00	350	0.00	0.00	0.00	0.00	25.86	21.95	0.00
1449	50.12	2900	2691	1459	8	0	0	5	7	0	372	0.00	0.00	0.03	0.01	0.00	49.85	49.88	0.00	0.00	0.00	74	74	0.00	350	0.00	0.00	0.00	0.00	25.88	21.97	0.00
1433	50.11	2900	2662	1365	0	0	0	1	3	0	331	0.00	0.00	0.00	0.03	0.00	49.32	49.89	0.00	0.00	0.00	74	74	0.00	350	0.00	0.00	0.00	0.00	25.52	21.67	0.00
1455	50.23	2900	2696	1505	8	0	3	7	8	0	391	0.00	0.01	0.02	0.01	0.00	49.83	49.77	0.00	0.00	0.00	74	73	0.00	350	0.00	0.00	0.00	0.00	25.81	21.91	0.00
1455	49.88	2900	2716	1424	0	0	0	2	2	0	383	0.00	0.00	0.00	0.01	0.00	50.57	49.05	0.00	0.00	1.07	73	73	0.00	350	0.00	0.00	0.00	0.00	26.14	22.18	0.00
1449	50.12	2900	2691	1472	8	0	2	6	9	0	387	0.00	0.00	0.03	0.02	0.00	49.83	49.88	0.00	0.00	0.00	74	73	0.00	350	0.00	0.00	0.00	0.00	25.88	21.97	0.00
1447	50.05	2900	2691	1416	0	0	0	3	1	0	380	0.00	0.00	0.00	0.02	0.00	49.93	49.95	0.00	0.00	0.00	74	73	0.00	350	0.00	0.00	0.00	0.00	25.86	21.96	0.00
1449	50.12	2900	2691	1454	8	0	0	12	8	0	373	0.00	0.00	0.03	0.01	0.00	49.85	49.88	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.86	21.95	0.00
1447	50.06	2900	2691	1378	0	0	0	3	2	0	372	0.00	0.00	0.00	0.01	0.00	49.93	49.94	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.83	21.93	0.00
1449	50.13	2900	2691	1464	8	0	3	5	8	0	382	0.00	0.03	0.00	0.02	0.00	49.83	49.87	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.86	21.95	0.00
1447	50.05	2900	2691	1403	0	0	0	0	0	0	383	0.00	0.00	0.00	0.00	0.00	49.95	49.95	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.86	21.95	0.00
1449	50.12	2900	2691	1463	8	0	3	7	6	0	393	0.00	0.01	0.03	0.01	0.00	49.84	49.88	0.00	0.00	0.00	74	74	0.00	350	0.00	0.00	0.00	0.00	25.89	21.98	0.00
1447	50.05	2900	2691	1405	0	0	0	2	1	0	347	0.00	0.00	0.01	0.00	0.00	49.94	49.95	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.94	22.03	0.00
1449	50.13	2900	2691	1463	16	0	4	4	8	0	364	0.00	0.01	0.03	0.01	0.00	49.84	49.87	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.88	21.97	0.00
1447	50.06	2900	2691	1389	0	0	0	0	0	0	350	0.00	0.00	0.00	0.00	0.00	49.94	49.94	0.00	0.00	0.00	73	74	0.00	350	0.00	0.00	0.00	0.00	25.88	21.98	0.00
1449	50.12	2900	2691	1493	8	0	2	5	9	0	388	0.00	0.01	0.03	0.01	0.00	49.84	49.88	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.93	22.02	0.00
1447	50.05	2900	2691	1404	0	0	0	0	1	0	352	0.00	0.00	0.00	0.00	0.00	49.95	49.95	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.89	21.98	0.00
1438	50.17	2900	2669	1483	8	0	3	7	6	0	374	0.00	0.01	0.03	0.01	0.00	49.38	49.83	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.63	21.76	0.00
1450	50.07	2900	2696	1435	0	0	0	0	1	0	350	0.00	0.00	0.00	0.00	0.00	50.02	49.93	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.65	21.78	0.00
1444	50.08	2900	2684	1504	8	0	2	11	17	0	432	0.00	0.01	0.06	0.03	0.00	49.70	49.92	0.00	0.00	0.00	74	73	0.00	350	0.00	0.00	0.00	0.00	25.92	22.01	0.00
1451	50.26	2900	2688	1579	0	0	0	6	8	0	540	0.00	0.00	0.01	0.03	0.00	49.65	49.74	0.00	0.00	0.00	73	74	11.67	350	0.00	0.00	0.00	0.00	26.11	21.87	0.36
1423	50.41	2900	2629	1537	8	0	3	6	8	0	396	0.00	0.01	0.03	0.00	0.00	48.40	49.59	0.00	0.00	0.00	74	74	3.83	350	0.00	0.00	0.00	0.00	24.84	21.08	0.01
1467	49.85	2900	2740	1528	0	0	0	0	0	0	411	0.00	0.00	0.00	0.00	0.00	51.06	49.39	0.00	0.00	0.75	74	73	0.00	350	0.00	0.00	0.00	0.00	26.86	22.79	0.00
1468	49.97	2900	2735	1492	8	0	2	15	11	0	471	0.00	0.01	0.07	0.02	0.00	50.77	49.06	0.00	0.00	0.97	73	73	0.00	350	0.00	0.00	0.00	0.00	26.35	22.35	0.00
1447	50.04	2900	2691	1392	0	0	0	2	2	0	373	0.00	0.00	0.07	0.00	0.00	49.89	49.96	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.86	21.96	0.00
1449	50.11	2900	2691	1443	8	0	3	17	12	0	432	0.00	0.01	0.07	0.03	0.00	49.79	49.89	0.00	0.00	0.00	74	73	0.00	350	0.00	0.00	0.00	0.00	25.87	21.96	0.00
1451	50.19	2900	2691	1447	0	0	0	1	1	0	498	0.00	0.00	0.00	0.00	0.00	49.80	49.81	0.00	0.00	0.00	73	73	15.37	350	0.00	0.00	0.00	0.00	26.29	21.99	0.38
1449	50.12	2900	2691	1436	8	0	4	18	13	0	434	0.00	0.01	0.07	0.03	0.00	49.79	49.88	0.00	0.00	0.00	73	73	0.70	350	0.00	0.00	0.00	0.00	25.86	21.95	0.00
1447	50.07	2900	2691	1417	8	0	0	1	3	0	372	0.00	0.00	0.00	0.01	0.00	49.94	49.93	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.87	21.96	0.00
1449	50.13	2900	2691	1480	8	0	8	16	10	0	439	0.00	0.15	0.11	0.01	0.00	49.60	49.87	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.87	21.96	0.00
1447	50.05	2900	2691	1391	0	0	1	4	2	0	328	0.00	0.00	0.11	0.01	0.00	49.84	49.95	0.00	0.00	0.00	74	74	0.00	350	0.00	0.00	0.00	0.00	25.87	21.97	0.00
1461	50.54	2900	2691	1444	8	0	2	19	11	0	410	0.00	0.01	0.05	0.02	0.00	49.39	49.46	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.90	21.99	0.00
1447	50.05	2900	2691	1376	0	0	0	1	2	0	321	0.00	0.00	0.00	0.01	0.00	49.95	49.95	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.87	21.97	0.00
1449	50.12	2900	2691	1428	8	0	2	18	12	0	395	0.00	0.01	0.07	0.02	0.00	49.80	49.88	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.87	21.97	0.00
1441	50.04	2900	2682	1382	0	0	0	0	3	0	331	0.00	0.00	0.00	0.01	0.00	49.77	49.96	0.00	0.00	0.00	74	73	0.00	350	0.00	0.00	0.00	0.00	25.72	21.84	0.00
1445	50.22	2900	2679	1448	8	0	4	23	12	0	415	0.00	0.01	0.09	0.01	0.00	49.45	49.78	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.37	21.54	0.00
1447	49.95	2900	2697	1449	0	0	0	1	0	0	357	0.00	0.00	0.01	0.00	0.00	50.15	48.60	0.00	0.00	1.45	74	74	0.00	350	0.00	0.00	0.00	0.00	26.03	22.08	0.00
1436	50.21	2900	2662	1445	8	0	2	12	9	0	414	0.00	0.01	0.07	0.01	0.00	49.18	49.12	0.01	0.00	0.66	73	74	0.00	350	0.00	0.00	0.00	0.00	25.55	21.69	0.00
1462	50.04	2900	2720	1473	0	0	2	8	9	0	456	0.00	0.01	0.02	0.02	0.00	50.43	49.96	0.00	0.00	0.00	73	74	0.00	350	0.00	0.00	0.00	0.00	26.18	22.23	0.00
1429	50.29	2900	2645	1432	8	0	1	3	2	0	375	0.00	0.00	0.00	0.00	0.00	48.85	49.71	0.00	0.00	0.00	74	74	0.00	350	0.00	0.00	0.00	0.00	25.30	21.49	0.00
1470	49.96	2900	2740	1488	8	0	3	16	14	0	429	0.00	0.01	0.07	0.02	0.00	50.86	49.38	0.00	0.00	0.67	74	73	0.00	350	0.00	0.00	0.00	0.00	26.47	22.47	0.00
1435	50.19	2900	2662	1409	0	0	0	1	0	0	369	0.00	0.00	0.00	0.00	0.00	49.27	49.81	0.00	0.00	0.00	74	74	0.00	350	0.00	0.00	0.00	0.00	25.61	21.74	0.00
1450	50.53	2900	2672	1530	16	0	3	2	6	1	453	0.00	0.01	0.03	0.00	0.02	49.08	47.86	0.00	0.00	1.61	74	73	0.00	350	0.00	0.00	0.00	0.00	25.22	21.38	0.00
1465	49.50	2900	2756	1500	0	0	1	3	1	0	434	0.00	0.00	0.00	0.00	0.00	51.70	48.87	0.00	0.00	1.63	74	74	0.00	350	0.00	0.00	0.00	0.00	26.84	22.76	0.00
1449	50.13	2900	2691	1482	8	0	2	7	8	0	419	0.00	0.01	0.03	0.01	0.00	49.83	49.87	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.86	21.95	0.00
1447	50.05	2900	2691	1403	0	0	0	3	2	0	392	0.00	0.00	0.00	0.01	0.00	49.94	49.95	0.00	0.00	0.00	74	74	0.00	350	0.00	0.00	0.00	0.00	25.89	21.98	0.00
1449	50.11	2900	2691	1479	8	0	2	4	11	0	421	0.00	0.01	0.03	0.02	0.00	49.84	49.89	0.00	0.00	0.00	74	74	0.00	350	0.00	0.00	0.00	0.00	25.89	21.98	0.00
1447	50.05	2900	2691	1412	0	0	0	2	2	0	394	0.00	0.00	0.00	0.01	0.00	49.94	49.95	0.00	0.00	0.00	75	75	0.00	350	0.00	0.00	0.00	0.00	25.89	21.98	0.00
1449	50.12	2900	2691	1489	8	0	2	5	11	0	417	0.00	0.01	0.05	0.02	0.00	49.81	49.88	0.00	0.00	0.00	75	75	0.00	350	0.00	0.00	0.00	0.00	25.94	22.03	0.00
1447	50.06	2900	2691	1405	0	0	0	2	0	0	388	0.00	0.00	0.00	0.00	0.00	49.93	49.94	0.00	0.00	0.00	75	75	0.00	350	0.00	0.00	0.00	0.00	25.91	22.00	0.00
1449	50.14	2900	2691	1475	8	0	2	8	9	0	396	0.00	0.01	0.04	0.01	0.00	49.81	49.86	0.00	0.00	0.00	74	74	0.00	650	0.00	0.00	0.00	0.00	25.91	22.00	0.00
1447	50.06	2900	2691	1430	0	0	0	2	0	0	378	0.00	0.00	0.00	0.00	0.00	49.94	49.94	0.00	0.00	0.00	74	74	0.00	650	0.00	0.00	0.00	0.00	25.92	22.01	0.00
1449	50.12	2900	2691	1475	8	0	2	6	9	0	363	0.00	0.02	0.01	0.02	0.00	49.84	49.88	0.00	0.00	0.00	74	74	0.00	350	0.00	0.00	0.00	0.00	25.91	22.00	0.00
1447	50.05	2900	2691	1386	0	0	0	1	1	0	340	0.00	0.00	0.00	0.00	0.00	49.95	49.95	0.00	0.00	0.00	74	74	0.00	350	0.00	0.00	0.00	0.00	25.92	22.00	0.00
1449	50.13	2900	2691	1512	8	0	5	7	6	0	388	0.00	0.00	0.03	0.01	0.00	49.84	49.87	0.00	0.00	0.00	74	74	0.00	350	0.00	0.00	0.00	0.00	25.91	22.00	0.00
1448	50.09	2900	2691	1382	0	0	0	2	1	0	369	0.00	0.00	0.00	0.01	0.00	49.90	49.91	0.00	0.00	0.00	74	74	0.00	600	0.00	0.00	0.00	0.00	25.92	22.00	0.01
1447	50.24	2900	2681	1523	8	0	0	11	12	0	461	0.00	0.00	0.04	0.02	0.00	49.52	49.76	0.00	0.00	0.00	73	74	15.97	350	0.00	0.00	0.00	0.00	26.13	21.88	0.36
1445	50.09	2900	2685	1433	8	0	0	0	2	0	372	0.00	0.00	0.00	0.02	0.00	49.80	49.91	0.00	0.00	0.00	73	74	0.00	350	0.00	0.00	0.00	0.00	25.73	21.85	0.00
1449	50.13	2900	2691	1504	8	0	4	4	6	0	420	0.00	0.01	0.03	0.01	0.00	49.83	49.87	0.00	0.00	0.00	73	73	15.85	350	0.00	0.00	0.00	0.00	26.13	21.97	0.25
1447	50.06	2900	2691	1411	0	0	0	1	0	0	373	0.00	0.00	0.00	0.00	0.00	49.94	49.94	0.00	0.00	0.00	74	74	0.00	350	0.00	0.00	0.00	0.00	25.92	22.01	0.00
1441	50.15	2900	2674	1532	8	0	7	2	6	0	432	0.00	0.01	0.03	0.01	0.00	49.50	49.85	0.00	0.00	0.00	74	74	0.00	350	0.00	0.00	0.00	0.00	25.77	21.89	0.00
1465	50.08	2900	2724	1473	0	0	1	3	4	0	456	0.00	0.00	0.01	0.02	0.00	50.50	49.92	0.00	0.00	0.00	74	74	0.00	500	0.00	0.00	0.00	0.00	26.42	22.42	0.02
1451	50.19	2900	2692	1502	8	0	3	7	7	0	473	0.00	0.00	0.00	0.02	0.00	49.80	49.81	0.00	0.00	0.00	73	74	16.06	350	0.00	0.00	0.00	0.00	26.29	22.01	0.36
1448	50.08	2900	2691	1414	0	0	0	2	1	0	404	0.00	0.00	0.00	0.00	0.00	49.91	49.92	0.00	0.00	0.00	74	74	0.00	350	0.00	0.00	0.00	0.00	25.92	22.01	0.00
1449	50.13	2900	2691	1493	8	0	2	6	9	0	427	0.00	0.01	0.03	0.01	0.00	49.83	49.87	0.00	0.00	0.00	74	74	0.00	350	0.00	0.00	0.00	0.00	25.95	22.04	0.00
1447	50.05	2900	2691	1391	0	0	0	0	1	0	344	0.00	0.00	0.00	0.00	0.00	49.95	49.95	0.00	0.00	0.00	74	74	0.00	350	0.00	0.00	0.00	0.00	25.91	22.00	0.00
1449	50.12	2900	2691	1490	8	0	2	4	13	0	374	0.00	0.01	0.04	0.03	0.00	49.81	49.88	0.00	0.00	0.00	74	74	15.96	350	0.00	0.00	0.00	0.00	26.13	21.99	0.22
1447	50.07	2900	2691	1380	0	0	0	2	3	0	341	0.00	0.00	0.00	0.01	0.00	49.92	49.93	0.00	0.00	0.00	74	74	0.00	350	0.00	0.00	0.00	0.00	25.92	22.01	0.00
1449	50.13	2900	2691	1475	8	0	1	8	8	0	371	0.00	0.00	0.03	0.01	0.00	49.83	49.87	0.00	0.00	0.00	74	74	0.00	350	0.00	0.00	0.00	0.00	25.91	22.00	0.00
1447	50.05	2900	2691	1377	0	0	0	1	2	0	333	0.00	0.00	0.00	0.00	0.00	49.94	49.95	0.00	0.00	0.00	74	74	0.00	350	0.00	0.00	0.00	0.00	25.88	21.98	0.00
1431	50.20	2900	2653	1458	8	0	4	8	5	0	374	0.00	0.01	0.03	0.01	0.00	49.05	49.80	0.00	0.00	0.00	74	74	0.00	350	0.00	0.00	0.00	0.00	25.45	21.62	0.00
1446	50.12	2900	2686	1413	0	0	0	1	3	0	366	0.00	0.00	0.02	0.01	0.00	49.76	49.88	0.00	0.00	0.00	73	74	0.00	350	0.00	0.00	0.00	0.00	25.75	21.86	0.00
1452	50.12	2900	2698	1561	16	0	4	2	9	0	465	0.00	0.03	0.00	0.03	0.00	49.96	49.22	0.04	0.00	0.63	73	73	0.00	350	0.00	0.00	0.00	0.00	25.75	21.85	0.00
1458	50.06	2900	2712	1511	0	0	0	2	2	0	472	0.00	0.00	0.00	0.01	0.00	50.32	49.94	0.00	0.00	0.00	73	74	0.00	350	0.00	0.00	0.00	0.00	26.28	22.27	0.06
1450	50.15	2900	2691	1481	8	0	3	14	9	0	457	0.00	0.01	0.03	0.03	0.00	49.78	49.85	0.00	0.00	0.00	74	74	15.85	350	0.00	0.00	0.00	0.00	26.09	21.97	0.22
1434	50.13	2900	2664	1417	0	0	0	0	2	0	363	0.00	0.00	0.00	0.00	0.00	49.37	49.87	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.69	21.75	0.08
1442	50.24	2900	2672	1505	8	0	2	15	17	0	432	0.00	0.01	0.04	0.04	0.00	49.31	49.00	0.00	0.00	0.76	74	74	15.48	350	0.00	0.00	0.00	0.00	25.66	21.65	0.14
1476	49.89	2900	2755	1463	0	0	3	8	4	0	372	0.00	0.10	0.08	0.01	0.00	51.11	49.45	0.00	0.00	0.66	74	74	0.00	350	0.00	0.00	0.00	0.00	26.78	22.72	0.00
1449	50.12	2900	2691	1455	8	0	5	18	16	1	422	0.00	0.01	0.08	0.03	0.02	49.75	49.88	0.00	0.00	0.00	74	74	0.00	350	0.00	0.00	0.00	0.00	25.92	22.01	0.00
1447	50.04	2900	2691	1388	0	0	1	1	0	0	366	0.00	0.00	0.00	0.00	0.00	49.96	49.96	0.00	0.00	0.00	75	75	0.00	350	0.00	0.00	0.00	0.00	25.93	22.03	0.00
1448	50.11	2900	2691	1430	8	0	2	25	13	0	407	0.00	0.01	0.09	0.01	0.00	49.79	49.89	0.00	0.00	0.00	75	75	0.00	350	0.00	0.00	0.00	0.00	25.94	22.03	0.00
1447	50.05	2900	2691	1399	0	0	0	2	1	0	381	0.00	0.00	0.00	0.00	0.00	49.95	49.95	0.00	0.00	0.00	74	74	0.00	350	0.00	0.00	0.00	0.00	25.91	22.00	0.00
1448	50.11	2900	2691	1472	8	0	4	5	10	0	404	0.00	0.01	0.04	0.01	0.00	49.83	49.89	0.00	0.00	0.00	74	74	0.00	350	0.00	0.00	0.00	0.00	25.90	21.99	0.00
1447	50.05	2900	2691	1380	0	0	0	1	1	0	344	0.00	0.00	0.00	0.00	0.00	49.95	49.95	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.91	22.00	0.00
1449	50.12	2900	2691	1492	8	0	3	5	8	0	389	0.00	0.01	0.04	0.01	0.00	49.83	49.88	0.00	0.00	0.00	75	75	0.00	350	0.00	0.00	0.00	0.00	25.90	22.00	0.00
1447	50.05	2900	2691	1384	0	0	1	4	0	0	338	0.00	0.02	0.01	0.00	0.00	49.92	49.95	0.00	0.00	0.00	74	74	0.00	350	0.00	0.00	0.00	0.00	25.89	21.99	0.00
1449	50.13	2900	2691	1474	16	0	3	4	13	0	376	0.00	0.00	0.03	0.03	0.00	49.83	49.87	0.00	0.00	0.00	74	74	0.00	350	0.00	0.00	0.00	0.00	25.90	21.99	0.00
1447	50.05	2900	2691	1385	0	0	0	3	0	0	339	0.00	0.00	0.00	0.00	0.00	49.95	49.95	0.00	0.00	0.00	74	74	0.00	350	0.00	0.00	0.00	0.00	25.92	22.02	0.00
1431	50.21	2900	2653	1540	8	0	2	5	12	0	434	0.00	0.01	0.01	0.07	0.00	48.99	49.79	0.00	0.00	0.00	74	73	0.00	350	0.00	0.00	0.00	0.00	25.45	21.61	0.00
1452	50.25	2900	2690	1411	0	0	0	2	1	0	357	0.00	0.00	0.00	0.00	0.00	49.73	49.75	0.00	0.00	0.00	74	74	0.00	350	0.00	0.00	0.00	0.00	25.74	21.86	0.00
1449	50.02	2900	2698	1519	8	0	2	6	7	0	433	0.00	0.01	0.04	0.01	0.00	50.06	47.68	0.00	0.00	2.30	74	73	0.00	350	0.00	0.00	0.00	0.00	25.68	21.76	0.00
1440	50.20	2900	2671	1560	0	0	1	2	1	0	507	0.00	0.05	0.00	0.00	0.00	49.38	47.68	0.00	0.00	2.13	75	75	0.00	350	0.00	0.00	0.00	0.00	25.57	21.50	0.20
1466	50.00	2900	2729	1499	8	0	5	18	14	0	403	0.00	0.01	0.07	0.02	0.00	50.62	50.00	0.00	0.00	0.00	73	74	15.84	350	0.00	0.00	0.00	0.00	26.50	22.35	0.18
1431	50.15	2900	2656	1440	0	0	0	2	1	0	388	0.00	0.00	0.00	0.00	0.00	49.19	49.85	0.00	0.00	0.00	73	73	6.98	350	0.00	0.00	0.00	0.00	25.69	21.70	0.13
1453	50.12	2900	2699	1569	8	0	2	1	7	0	430	0.00	0.01	0.00	0.04	0.00	49.99	49.88	0.00	0.00	0.00	74	74	8.66	350	0.00	0.00	0.00	0.00	26.03	22.08	0.02
